kepoi_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_period_err2,koi_time0bk,koi_time0bk_err2,koi_impact,koi_impact_err2,koi_duration,koi_duration_err2,koi_depth,koi_prad_err1,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_steff,koi_slogg,koi_srad,koi_srad_err2,ra,dec,koi_kepmag,koi_prad
K01607.01,FALSE POSITIVE,FALSE POSITIVE,0.0,5.00673576,-1.527e-05,134.54239,-0.00255,0.599,-0.378,1.9398,-0.0808,191.2,0.57,1324.0,726.94,26.6,1.0,6116.0,4.158,1.383,-0.433,298.96255,40.630661,13.518,2.0
K01608.01,CONFIRMED,CANDIDATE,1.0,9.17617167,-3.418e-05,138.71393,-0.00304,0.107,-0.107,4.2642,-0.0897,206.9,0.26,960.0,200.99,34.3,1.0,5903.0,4.3,1.156,-0.166,282.06128,47.085491,13.797,1.66
K01608.02,CONFIRMED,CANDIDATE,0.998,19.7383992,-0.0001172,133.28544,-0.00499,0.732,-0.535,4.894,-0.136,168.1,0.26,744.0,72.32,20.3,2.0,5903.0,4.3,1.156,-0.166,282.06128,47.085491,13.797,1.61
K01609.01,CONFIRMED,CANDIDATE,0.996,41.6980186,-0.0001434,169.57548,-0.0028,0.002,-0.002,5.7047,-0.0839,440.8,0.31,537.0,19.61,43.4,1.0,5997.0,4.466,0.971,-0.067,291.40555,40.125488,13.956,2.03
K01720.01,CONFIRMED,CANDIDATE,0.999,59.6585348,-0.0005578,168.08764,-0.00603,0.956,-0.675,5.514,-0.353,1043.8,0.3,393.0,5.66,21.2,1.0,5243.0,4.547,0.831,-0.04,293.64417,46.989761,15.742,3.59
K01721.01,CONFIRMED,CANDIDATE,1.0,52.6298542,-0.0003281,155.61064,-0.00569,0.311,-0.311,6.118,-0.166,675.8,0.55,544.0,20.65,27.2,1.0,5339.0,4.096,1.433,-0.531,294.78915,46.98399,15.004,3.68
K01722.01,CONFIRMED,CANDIDATE,0.82,14.8783945,-0.0001347,142.96841,-0.00642,0.749,-0.534,7.491,-0.202,322.8,0.49,692.0,54.19,22.9,1.0,5822.0,4.557,0.837,-0.084,293.8656,47.026829,15.534,1.63
K01723.01,CONFIRMED,CANDIDATE,0.992,59.6222627,-0.0003077,138.13805,-0.00422,0.873,-0.599,6.888,-0.159,993.4,0.97,486.0,13.23,31.9,1.0,6108.0,4.471,0.997,-0.114,294.2413,47.275982,15.517,3.63
K01493.01,FALSE POSITIVE,FALSE POSITIVE,0.0,4.9883873,-3.044e-05,358.23526,-0.00444,0.944,-0.627,9.059,-0.49,507.6,1.05,1236.0,550.52,42.4,1.0,6418.0,4.395,1.171,-0.15,296.4418,46.616711,15.447,3.28
K01494.01,CONFIRMED,CANDIDATE,0.994,8.19596647,-3.998e-05,136.68736,-0.00427,0.252,-0.252,2.824,-0.13,792.8,0.13,672.0,48.2,20.2,1.0,4723.0,4.557,0.747,-0.069,295.45715,50.077171,15.858,2.04
K01495.01,CONFIRMED,CANDIDATE,0.999,15.59466045,-4.228e-05,137.5636,-0.00227,0.266,-0.266,5.0478,-0.0699,867.7,0.88,718.0,62.88,49.2,1.0,5900.0,4.5,0.929,-0.099,297.66452,43.248959,15.43,2.74
K00174.01,CONFIRMED,CANDIDATE,0.999,56.35407916,-9.756e-05,144.83768,-0.00136,0.835,-0.572,3.4449,-0.0661,1037.0,0.1,352.0,3.63,59.4,1.0,4802.0,4.582,0.701,-0.044,296.82291,48.107552,13.779,2.59
K01559.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1.332560589,-2.18e-06,133.38311,-0.0013,0.009,-0.009,4.2427,-0.0452,566.6,0.13,1086.0,330.32,108.8,1.0,4489.0,4.662,0.609,-0.047,295.18561,46.786709,15.036,1.4
K01610.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.883778461,-2.166e-06,133.60599,-0.00195,0.605,-0.373,1.6339,-0.0645,120.1,0.32,1934.0,3316.4,31.7,1.0,5975.0,4.453,0.949,-0.119,298.3949,40.62891,14.063,1.09
K01612.01,CONFIRMED,CANDIDATE,1.0,2.465024332,-5.414e-06,132.68122,-0.00177,0.548,-0.464,1.262,-0.0584,30.7,0.03,1561.0,1406.11,23.2,1.0,6139.0,4.291,1.194,-0.064,284.78619,48.423229,8.769,0.69
K01613.01,CONFIRMED,CANDIDATE,1.0,15.86624787,-6.813e-05,141.08734,-0.00323,0.858,-0.594,4.25,-0.0941,77.3,0.06,879.0,141.18,28.4,1.0,6099.0,4.193,1.308,-0.054,285.47659,41.632717,11.049,1.31
K01615.01,CONFIRMED,CANDIDATE,1.0,1.340596782,-2.113e-06,132.24549,-0.0013,0.007,-0.007,1.6484,-0.0415,107.5,0.2,1783.0,2393.35,37.6,1.0,5992.0,4.385,1.125,-0.093,295.32251,39.376492,11.524,1.16
K01724.01,CONFIRMED,CANDIDATE,1.0,17.42393582,-9.28e-05,148.82614,-0.00515,0.927,-0.669,4.929,-0.144,770.9,1.04,722.0,64.13,33.2,1.0,6018.0,4.46,0.969,-0.122,294.32635,47.217609,15.601,3.29
K01725.01,CONFIRMED,CANDIDATE,1.0,9.8786461,-1.742e-05,138.41159,-0.00198,0.019,-0.019,1.8915,-0.042,1472.7,0.18,393.0,5.65,49.2,1.0,3609.0,4.843,0.422,-0.056,283.62885,48.391003,13.496,1.6
K01726.01,CONFIRMED,CANDIDATE,0.748,44.96407458,-7.489e-05,144.56002,-0.00136,0.11,-0.11,4.981,-0.0542,811.6,0.14,379.0,4.89,88.0,1.0,4827.0,4.615,0.729,-0.026,294.95511,44.149818,13.054,2.0
K01727.01,CONFIRMED,CANDIDATE,0.998,49.7700907,-0.0001068,159.98658,-0.0018,0.655,-0.225,10.065,-0.184,3529.2,1.24,455.0,10.16,109.8,1.0,5774.0,4.567,0.818,-0.066,284.27396,41.535019,15.64,5.12
K01497.01,FALSE POSITIVE,FALSE POSITIVE,0.0,0.520222869,-1.064e-06,178.14846,-0.0018,0.562,-0.47,1.2216,-0.0592,269.5,0.46,2145.0,5038.49,28.9,1.0,5776.0,4.527,0.889,-0.091,297.04651,49.97039,15.632,1.52
K01498.01,CONFIRMED,CANDIDATE,0.997,5.83376197,-1.816e-05,138.74892,-0.0026,0.742,-0.528,3.9988,-0.0877,532.9,0.88,1143.0,403.49,36.6,1.0,6213.0,4.387,1.195,-0.14,285.0571,46.320679,15.776,2.98
K01498.02,CONFIRMED,CANDIDATE,0.999,2.42150341,-1.597e-05,133.83517,-0.005,0.55,-0.336,2.965,-0.167,171.5,0.47,1532.0,1305.04,15.8,2.0,6213.0,4.387,1.195,-0.14,285.0571,46.320679,15.776,1.62
K01499.01,CONFIRMED,CANDIDATE,1.0,14.16400071,-2.467e-05,140.58934,-0.00134,0.027,-0.027,4.3031,-0.0479,728.1,0.51,694.0,54.95,71.5,1.0,5440.0,4.438,0.885,-0.129,297.72427,43.527431,14.48,2.35
K01499.02,CANDIDATE,CANDIDATE,0.944,0.840594032,-4.456e-06,131.74104,-0.00399,0.018,-0.018,1.404,-0.143,49.8,0.13,1780.0,2368.31,11.6,3.0,5440.0,4.438,0.885,-0.129,297.72427,43.527431,14.48,0.62
K01499.03,CONFIRMED,CANDIDATE,0.464,6.20920207,-4.79e-05,136.87938,-0.00711,0.272,-0.272,2.637,-0.17,101.9,0.19,914.0,164.98,12.1,2.0,5440.0,4.438,0.885,-0.129,297.72427,43.527431,14.48,0.89
K01563.01,CONFIRMED,CANDIDATE,1.0,5.48711441,-1.103e-05,356.0773,-0.00145,0.812,-0.562,2.93,-0.066,1328.6,0.21,836.0,115.29,51.9,1.0,5103.0,4.562,0.787,-0.039,299.22433,40.343182,15.812,3.24
K01563.02,CONFIRMED,CANDIDATE,0.999,8.29084167,-3.128e-05,359.63666,-0.00283,0.929,-0.679,3.613,-0.129,1033.9,0.21,728.0,66.47,34.7,2.0,5103.0,4.562,0.787,-0.039,299.22433,40.343182,15.812,3.21
K01563.03,CONFIRMED,CANDIDATE,1.0,3.20539622,-1.401e-05,354.63069,-0.00332,0.512,-0.477,2.143,-0.0947,453.6,0.11,1000.0,236.11,20.6,3.0,5103.0,4.562,0.787,-0.039,299.22433,40.343182,15.812,1.7
K01563.04,CONFIRMED,CANDIDATE,1.0,16.73869035,-7.396e-05,359.41655,-0.00313,0.578,-0.366,2.398,-0.105,996.8,0.16,576.0,26.06,20.4,4.0,5103.0,4.562,0.787,-0.039,299.22433,40.343182,15.812,2.56
K01616.01,CONFIRMED,CANDIDATE,0.999,13.93291548,-4.459e-05,139.41058,-0.00258,0.908,-0.618,2.6239,-0.0714,131.6,0.29,852.0,124.53,28.9,1.0,6026.0,4.321,1.207,-0.14,289.50635,45.370998,11.538,1.66
K01618.01,CONFIRMED,CANDIDATE,0.912,2.36436762,-1.897e-05,132.25007,-0.00663,0.146,-0.146,3.372,-0.202,28.4,0.02,1752.0,2228.09,12.4,1.0,6250.0,4.184,1.543,-0.044,296.04736,42.743011,11.6,0.82
K01619.01,CANDIDATE,CANDIDATE,1.0,20.6654374,-0.0001785,132.01229,-0.00651,0.05,-0.05,3.172,-0.21,100.4,0.03,487.0,13.35,13.6,1.0,4830.0,4.605,0.676,-0.037,294.99023,39.346378,11.759,0.66
K01621.01,CONFIRMED,CANDIDATE,1.0,20.31047472,-6.135e-05,146.82534,-0.00238,0.05,-0.05,5.3357,-0.0676,164.6,0.18,931.0,177.81,46.1,1.0,6065.0,3.97,1.877,-0.071,298.5892,40.75069,11.855,2.41
K01622.01,CANDIDATE,CANDIDATE,0.855,69.8347983,-0.0003061,168.78436,-0.00372,0.672,-0.417,8.262,-0.108,266.6,0.92,765.0,80.97,46.8,1.0,7732.0,4.075,2.022,-0.436,293.54889,42.888859,12.02,3.51
K01626.01,CONFIRMED,CANDIDATE,1.0,2.53475568,-7.432e-06,132.68024,-0.00275,0.878,-0.622,4.5716,-0.0706,463.0,0.48,1218.0,519.95,51.3,1.0,5662.0,4.532,0.806,-0.082,298.11121,41.758331,15.341,2.02
K01731.01,CANDIDATE,CANDIDATE,0.809,2.59488443,-1.062e-05,132.75658,-0.00365,0.885,-0.638,1.684,-0.112,592.2,0.13,1014.0,249.92,14.9,1.0,4748.0,4.526,0.797,-0.08,301.4693,44.159649,15.72,2.36
K01732.01,CONFIRMED,CANDIDATE,1.0,43.3167427,-0.0002356,136.57435,-0.00407,0.034,-0.034,4.995,-0.137,987.5,0.53,459.0,10.47,27.1,1.0,5654.0,4.59,0.774,-0.061,293.60126,42.379761,15.737,2.42
K01733.01,CANDIDATE,CANDIDATE,0.938,19.18109525,-9.154e-05,141.37097,-0.00364,0.007,-0.007,2.424,-0.104,865.4,0.09,513.0,16.42,17.6,1.0,5214.0,4.673,0.587,-0.034,301.08572,44.380192,15.73,1.72
K01736.01,CONFIRMED,CANDIDATE,1.0,31.0033072,-0.0001895,143.29085,-0.00408,0.151,-0.151,5.253,-0.142,645.2,0.72,616.0,34.03,22.1,1.0,6090.0,4.447,1.071,-0.122,291.26974,42.096039,15.898,2.72
K01500.01,FALSE POSITIVE,FALSE POSITIVE,0.0,3.351556891,-7.201e-06,134.28439,-0.00181,0.129,-0.129,2.4005,-0.057,341.9,0.27,1074.0,314.73,38.8,1.0,5185.0,4.442,0.911,-0.123,295.52521,46.459431,14.815,1.64
K01501.01,CONFIRMED,CANDIDATE,1.0,2.617028373,-6.592e-06,134.03294,-0.00213,0.146,-0.146,2.046,-0.0658,499.4,0.12,996.0,233.23,30.8,1.0,4831.0,4.568,0.724,-0.068,290.12231,43.08556,15.835,1.57
K01502.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1.876406096,-3.559e-06,133.12761,-0.00161,0.302,-0.302,1.531,-0.236,433.8,0.22,1192.0,476.68,37.0,1.0,5198.0,4.6,0.759,-0.066,291.23114,50.56702,15.202,1.57
K01503.01,CONFIRMED,CANDIDATE,1.0,150.2412582,-0.0005486,138.29013,-0.00268,0.345,-0.345,10.849,-0.126,2378.5,0.6,327.0,2.72,72.3,1.0,5604.0,4.451,0.943,-0.082,287.28531,51.249981,14.827,4.6
K01566.01,FALSE POSITIVE,FALSE POSITIVE,0.001,1.727177258,-8.826e-06,355.37033,-0.00359,0.676,-0.477,2.081,-0.12,347.4,0.25,1250.0,576.55,17.1,1.0,5394.0,4.622,0.72,-0.057,299.14142,40.725899,15.935,1.42
K01567.01,CONFIRMED,CANDIDATE,1.0,7.24022418,-1.674e-05,355.01243,-0.00175,0.507,-0.314,2.9153,-0.0506,864.9,0.14,716.0,62.1,48.2,1.0,4955.0,4.61,0.721,-0.029,288.53867,40.61615,15.565,2.14
K01567.02,CONFIRMED,CANDIDATE,1.0,4.64622383,-1.616e-05,354.58863,-0.00229,0.88,-0.625,2.5137,-0.0642,446.5,0.12,830.0,112.18,28.2,3.0,4955.0,4.61,0.721,-0.029,288.53867,40.61615,15.565,1.82
K01627.02,CONFIRMED,CANDIDATE,0.997,5.93919041,-3.061e-05,353.75537,-0.00367,0.107,-0.107,2.285,-0.115,424.5,0.61,1357.0,801.92,15.9,2.0,6068.0,4.04,1.797,-0.406,297.58313,41.952431,15.767,3.7
K01628.01,CONFIRMED,CANDIDATE,1.0,19.74733983,-4.316e-05,147.10553,-0.00171,0.595,-0.484,3.4444,-0.0646,480.7,0.46,754.0,76.57,47.1,1.0,6243.0,4.406,1.149,-0.067,298.39575,42.459751,12.949,2.62
K01629.01,CONFIRMED,CANDIDATE,0.995,4.4096675,-1.189e-05,132.45003,-0.00207,0.814,-0.579,2.1418,-0.0626,132.7,0.25,1192.0,476.94,26.4,1.0,5836.0,4.347,1.166,-0.113,290.41199,44.89933,13.574,1.51
K01738.01,CONFIRMED,CANDIDATE,0.999,4.16787814,-1.073e-05,135.28334,-0.00206,0.168,-0.168,2.2136,-0.0649,168.1,0.1,962.0,202.48,32.9,1.0,5251.0,4.541,0.847,-0.034,291.74838,39.44688,13.293,1.07
K01746.01,CONFIRMED,CANDIDATE,0.998,11.79161234,-5.355e-05,134.54064,-0.00386,0.034,-0.034,3.036,-0.11,415.4,0.38,857.0,127.75,20.7,1.0,5619.0,4.264,1.199,-0.207,300.9296,44.02879,14.941,2.41
K01749.01,CONFIRMED,CANDIDATE,1.0,26.964501,-0.000154,145.34426,-0.00495,0.006,-0.006,3.792,-0.131,601.7,0.52,573.0,25.56,20.1,1.0,5754.0,4.534,0.905,-0.092,294.36673,42.252682,15.789,2.2
K01750.01,CONFIRMED,CANDIDATE,0.999,7.76845639,-4.111e-05,138.06602,-0.00403,0.353,-0.353,3.689,-0.128,217.8,0.15,841.0,118.09,23.6,1.0,5447.0,4.481,0.917,-0.063,293.30023,41.523338,14.8,1.35
K01505.01,CONFIRMED,CANDIDATE,1.0,5.03257009,-2.318e-05,137.32638,-0.00379,0.97,-0.68,4.213,-0.285,439.1,0.82,1047.0,283.49,26.3,1.0,5970.0,4.521,0.908,-0.078,282.36349,46.67524,15.695,2.53
K01506.01,CONFIRMED,CANDIDATE,1.0,40.4286676,-0.0001805,139.50631,-0.00376,0.872,-0.618,7.102,-0.179,916.1,0.79,494.0,14.08,40.9,1.0,5813.0,4.561,0.833,-0.075,289.42459,50.994122,14.982,2.92
K01507.01,CONFIRMED,CANDIDATE,1.0,21.3588236,-0.0001094,135.07022,-0.00415,0.092,-0.092,5.823,-0.114,640.1,0.8,691.0,53.89,33.2,1.0,6170.0,4.472,0.992,-0.105,295.40253,50.47863,15.259,2.52
K01508.01,CONFIRMED,CANDIDATE,1.0,22.0459163,-0.0001114,136.47548,-0.00456,0.837,-0.596,5.22,-0.118,804.8,0.76,640.0,39.69,29.7,1.0,5900.0,4.509,0.951,-0.084,294.52713,43.36816,15.689,3.05
K01567.03,CONFIRMED,CANDIDATE,1.0,17.32670445,-7.387e-05,360.5083,-0.00326,0.756,-0.517,4.269,-0.1,800.0,0.14,535.0,19.38,34.8,2.0,4955.0,4.61,0.721,-0.029,288.53867,40.61615,15.565,2.23
K01567.04,CONFIRMED,CANDIDATE,0.999,44.8411168,-0.0002781,359.87359,-0.00419,0.864,-0.612,5.902,-0.135,1051.6,0.18,390.0,5.45,28.9,4.0,4955.0,4.61,0.721,-0.029,288.53867,40.61615,15.565,2.75
K01568.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1.008917105,-2.126e-06,354.85926,-0.00144,0.545,-0.47,1.4577,-0.0523,338.5,0.37,1636.0,1698.88,34.2,1.0,5708.0,4.578,0.795,-0.065,297.50385,40.342972,15.36,1.51
K01569.01,CONFIRMED,CANDIDATE,1.0,13.75207851,-3.401e-05,143.03241,-0.00225,0.836,-0.592,2.8831,-0.0688,1215.6,0.27,556.0,22.57,36.8,1.0,4802.0,4.616,0.699,-0.051,283.12964,43.888241,15.587,2.81
K01570.01,CONFIRMED,CANDIDATE,1.0,6.33855946,-1.273e-05,354.85104,-0.00146,0.907,-0.635,3.4617,-0.0884,721.7,1.09,1034.0,270.47,57.4,1.0,6108.0,4.466,1.03,-0.114,284.96304,43.91301,15.182,3.31
K01630.01,CANDIDATE,CANDIDATE,0.988,11.30507984,-6.931e-05,138.13638,-0.00509,0.195,-0.195,3.989,-0.157,278.4,0.39,744.0,72.67,19.5,1.0,5705.0,4.556,0.844,-0.078,290.25964,45.388409,15.152,1.4
K01632.01,CONFIRMED,CANDIDATE,1.0,4.59489816,-1.581e-05,133.83995,-0.0028,0.953,-0.719,3.1381,-0.0656,109.7,0.32,1319.0,716.65,27.7,1.0,6056.0,4.217,1.381,-0.24,290.59207,45.737141,13.298,1.85
K01633.01,CONFIRMED,CANDIDATE,0.977,32.2964275,-0.0003074,138.52615,-0.00734,0.207,-0.207,4.561,-0.214,472.2,0.14,503.0,15.14,17.9,1.0,5246.0,4.47,0.891,-0.072,290.98331,45.973301,15.2,1.9
K01637.01,CONFIRMED,CANDIDATE,1.0,2.97041801,-1.069e-05,133.39136,-0.00297,0.379,-0.379,2.2369,-0.0894,530.7,0.22,991.0,228.11,22.4,1.0,5068.0,4.608,0.743,-0.059,299.05127,47.94928,15.759,1.7
K01639.02,CANDIDATE,CANDIDATE,0.48376823014383996,9.9824036,-0.0001718,133.44855,-0.00751,0.8093,-0.2453,1.09,-0.266,83.9,0.67,966.0,205.65,5.4,1.2398837469260005,6273.0,4.364,1.139,-0.133,297.90045,48.0947,13.538,1.17
K01510.01,CANDIDATE,CANDIDATE,1.0,0.839961456,-1.37e-06,178.354,-0.00134,0.548,-0.335,1.3008,-0.0456,492.9,0.19,1455.0,1066.37,35.1,1.0,4932.0,4.618,0.718,-0.048,295.08423,50.114609,15.929,1.63
K01511.01,CONFIRMED,CANDIDATE,1.0,2.578852119,-5.696e-06,133.2237,-0.00184,0.625,-0.499,2.3581,-0.0555,334.3,0.47,1230.0,540.56,36.7,1.0,5743.0,4.553,0.853,-0.077,295.41745,43.60564,15.106,1.63
K01512.01,FALSE POSITIVE,FALSE POSITIVE,0.0,9.04189129,-2.212e-05,137.86611,-0.00186,0.967,-0.673,2.789,-0.232,783.4,0.48,729.0,66.83,34.5,1.0,5237.0,4.572,0.826,-0.057,286.88751,50.377071,14.88,3.24
K00176.01,CONFIRMED,CANDIDATE,1.0,30.22910274,-7.356e-05,134.52081,-0.00193,0.77,-0.528,6.6751,-0.0737,443.4,0.62,755.0,76.88,71.7,1.0,6325.0,4.188,1.518,-0.271,291.64676,41.884659,13.432,3.49
K01572.01,CONFIRMED,CANDIDATE,1.0,9.80321143,-2.868e-05,363.98686,-0.00213,0.663,-0.438,4.4617,-0.0684,813.4,0.99,896.0,152.12,53.1,1.0,6170.0,4.472,0.992,-0.102,288.73407,46.939388,15.439,2.99
K01573.01,CONFIRMED,CANDIDATE,1.0,24.81097206,-1.931e-05,156.506971,-0.000615,0.039,-0.039,3.2245,-0.0297,2090.8,1.32,631.0,37.43,123.9,1.0,6086.0,4.511,0.921,-0.096,296.84616,40.138611,14.373,4.22
K01573.02,CANDIDATE,CANDIDATE,1.0,7.136922,-1.632e-05,131.75317,-0.00185,0.072,-0.072,2.8005,-0.0496,221.6,0.43,956.0,197.05,23.7,2.0,6086.0,4.511,0.921,-0.096,296.84616,40.138611,14.373,1.38
K01641.01,CONFIRMED,CANDIDATE,0.986,4.8538404,-3.496e-05,135.09902,-0.00573,0.943,-0.647,3.198,-0.161,196.4,0.25,1052.0,288.7,15.4,1.0,5778.0,4.483,0.968,-0.057,298.20071,48.267841,14.971,1.72
K01643.01,CONFIRMED,CANDIDATE,0.996,11.04605365,-7.009e-05,136.44056,-0.00588,0.064,-0.064,4.799,-0.138,308.3,0.61,869.0,134.66,24.3,1.0,6093.0,4.429,1.025,-0.115,298.11478,48.4944,14.681,1.8
K01646.01,CONFIRMED,CANDIDATE,1.0,3.72020708,-1.761e-05,133.41684,-0.00371,0.341,-0.341,1.892,-0.118,156.9,0.09,954.0,195.7,15.0,1.0,5017.0,4.516,0.797,-0.086,298.46579,48.55941,14.293,0.99
K01751.01,CONFIRMED,CANDIDATE,1.0,8.689301216,-9.801e-06,133.661284,-0.000867,0.029,-0.029,2.563,-0.0313,1117.0,0.6,782.0,88.24,70.9,1.0,5211.0,4.447,0.895,-0.129,298.60788,46.453678,14.548,2.92
K01751.02,CONFIRMED,CANDIDATE,0.0,20.99757968,-3.334e-05,132.05689,-0.0013,0.277,-0.277,2.454,-0.0472,1131.8,0.61,582.0,27.2,44.7,2.0,5211.0,4.447,0.895,-0.129,298.60788,46.453678,14.548,2.97
K01753.01,FALSE POSITIVE,FALSE POSITIVE,0.001,0.979442525,-2.255e-06,132.42297,-0.00202,0.388,-0.388,1.0348,-0.0521,469.3,0.31,1567.0,1420.01,27.0,1.0,5532.0,4.607,0.745,-0.06,298.14053,40.073872,15.747,1.64
K01754.01,CONFIRMED,CANDIDATE,0.992,15.13590453,-6.155e-05,146.58371,-0.00346,0.46,-0.442,2.236,-0.102,255.7,0.74,933.0,179.16,19.8,1.0,6050.0,4.137,1.572,-0.459,299.95721,44.771889,13.964,2.57
K01514.01,FALSE POSITIVE,FALSE POSITIVE,0.0,1.399326503,-5.171e-06,133.61426,-0.00294,0.009,-0.009,1.8305,-0.0978,206.4,0.04,1143.0,402.58,22.7,1.0,4502.0,4.572,0.728,-0.062,289.32101,46.134319,15.447,1.0
K01515.01,CONFIRMED,CANDIDATE,0.889,1.937029968,-2.605e-06,134.72107,-0.00113,0.105,-0.105,1.4727,-0.0362,312.3,0.06,802.0,97.94,42.8,1.0,4042.0,4.761,0.49,-0.037,283.13547,43.657051,14.39,0.87
K01515.02,CONFIRMED,CANDIDATE,0.991,7.06117322,-1.207e-05,136.27344,-0.00129,0.845,-0.569,1.0406,-0.0495,481.7,0.07,521.0,17.41,27.2,2.0,4042.0,4.761,0.49,-0.037,283.13547,43.657051,14.39,1.23
K01516.01,CONFIRMED,CANDIDATE,1.0,20.55331441,-7.507e-05,139.5613,-0.00296,0.795,-0.556,5.3136,-0.0975,678.3,1.02,749.0,74.49,40.6,1.0,6325.0,4.409,1.112,-0.118,296.4032,51.271339,14.829,3.19
K01517.01,CONFIRMED,CANDIDATE,1.0,40.0686713,-0.0001018,151.80901,-0.00201,0.029,-0.029,5.8875,-0.0665,970.9,0.85,560.0,23.27,62.0,1.0,6026.0,4.411,0.992,-0.147,294.95685,43.014332,14.683,3.1
K01574.03,CANDIDATE,CANDIDATE,0.952,5.83393857,-2.241e-05,132.63426,-0.00304,0.398,-0.398,4.5813,-0.0845,134.4,0.18,1285.0,642.83,17.6,3.0,5597.0,3.963,1.699,-0.123,297.91687,46.96513,14.6,1.98
K01576.01,CONFIRMED,CANDIDATE,1.0,10.41572666,-1.362e-05,143.04774,-0.00106,0.682,-0.448,2.7719,-0.0414,825.3,0.39,797.0,95.64,69.3,1.0,5511.0,4.426,0.987,-0.085,297.79514,40.417709,14.072,3.01
K01647.01,CONFIRMED,CANDIDATE,0.999,14.97031664,-8.269e-05,134.50507,-0.00411,0.352,-0.352,5.884,-0.124,290.5,0.39,883.0,143.33,28.9,1.0,5726.0,4.123,1.483,-0.316,298.29495,48.775459,14.167,2.53
K01647.02,CONFIRMED,CANDIDATE,0.987,32.2753853,-0.000541,149.046,-0.014,0.608,-0.386,8.622,-0.569,223.9,0.35,683.0,51.5,17.9,2.0,5726.0,4.123,1.483,-0.316,298.29495,48.775459,14.167,2.31
K01647.03,CANDIDATE,CANDIDATE,0.48376823014383996,6.33027476,-7.168e-05,133.86213,-0.00807,0.3288,-0.3286,3.67,-0.277,89.2,0.38,1046.0,283.31,9.8,3.0,5900.0,4.363,1.07,-0.153,298.29495,48.775459,14.167,1.02
K01648.01,CONFIRMED,CANDIDATE,0.994,38.3262237,-0.000273,142.08401,-0.00519,0.963,-0.698,3.073,-0.123,392.1,0.15,480.0,12.56,15.0,1.0,5229.0,4.441,0.903,-0.088,284.13263,48.825119,14.31,2.43
K01649.01,CONFIRMED,CANDIDATE,0.992,4.04355245,-1.255e-05,131.62995,-0.00265,0.984,-0.705,1.965,-0.16,416.2,0.14,613.0,33.34,21.2,1.0,3871.0,4.744,0.532,-0.027,284.13287,49.142609,14.963,1.75
K01758.01,CANDIDATE,CANDIDATE,1.0,5.59728249,-1.412e-05,131.86708,-0.00231,0.473,-0.269,1.795,-0.0621,1407.3,0.69,930.0,176.53,30.8,1.0,5610.0,4.551,0.858,-0.078,295.43436,42.166321,15.969,3.28
K01760.01,CONFIRMED,CANDIDATE,0.677,5.52418625,-2.365e-05,135.62306,-0.00334,0.492,-0.286,2.826,-0.111,491.0,0.27,976.0,214.86,20.7,1.0,5334.0,4.372,1.004,-0.131,294.94388,39.032059,15.377,2.25
K01760.02,CONFIRMED,CANDIDATE,0.972,8.77514782,-6.131e-05,133.70319,-0.0057,0.504,-0.296,3.176,-0.188,351.9,0.23,837.0,115.84,12.7,2.0,5334.0,4.372,1.004,-0.131,294.94388,39.032059,15.377,1.91
K01761.01,FALSE POSITIVE,FALSE POSITIVE,1.0,10.12742274,-2.855e-05,135.26504,-0.00245,0.696,-0.51,1.2762,-0.0808,933.5,1.13,969.0,208.77,19.5,1.0,6392.0,4.399,1.162,-0.148,294.14682,39.12706,15.623,3.8
K01762.01,FALSE POSITIVE,FALSE POSITIVE,0.406,0.870693883,-8.31e-07,132.083949,-0.000781,0.832,-0.594,1.2137,-0.0273,438.5,0.62,1876.0,2923.54,55.6,1.0,5985.0,4.519,0.883,-0.087,298.13391,40.530289,14.996,2.09
K01518.01,CONFIRMED,CANDIDATE,1.0,27.5071114,-0.0001724,151.84775,-0.00489,0.918,-0.65,5.907,-0.157,580.7,0.81,569.0,24.71,30.7,1.0,5783.0,4.539,0.88,-0.087,297.3013,43.141891,15.219,2.58
K01519.01,CONFIRMED,CANDIDATE,1.0,5.1443645,-2.237e-05,133.83044,-0.00319,0.031,-0.031,2.703,-0.107,310.7,0.11,923.0,171.63,20.2,1.0,5157.0,4.445,0.904,-0.088,283.47818,43.383781,15.369,1.55
K01520.01,CONFIRMED,CANDIDATE,1.0,18.45848388,-4.882e-05,138.1635,-0.00223,0.832,-0.588,3.3703,-0.0684,535.3,0.21,632.0,37.81,41.5,1.0,5311.0,4.419,0.948,-0.099,289.85913,46.522671,14.516,2.5
K01521.01,CONFIRMED,CANDIDATE,1.0,25.9421582,-0.0001126,156.18894,-0.0033,0.577,-0.372,4.045,-0.104,569.7,0.16,501.0,14.85,31.6,1.0,5167.0,4.585,0.796,-0.028,285.2962,46.603439,14.817,1.95
K00177.01,CONFIRMED,CANDIDATE,1.0,21.06075303,-5.702e-05,143.59983,-0.00227,0.176,-0.176,5.2472,-0.0663,301.2,0.26,669.0,47.39,54.4,1.0,5706.0,4.382,1.034,-0.121,298.17722,42.237041,13.182,1.78
